bedrooms,sqft_living,sqft_lot,floors,sqft_above,price
3,1580,6620,1,1580,279900
2,950,7954,1,950,339000
4,3190,5040,2,2160,1340000
3,3740,136915,2.5,3100,710000
4,2620,4743,1,1310,815000
3,2080,75794,1,2080,800000
3,1660,3729,1,970,638000
3,1520,11085,1,1520,475580
3,1140,27760,1,1140,243800
3,3240,8016,2,2910,600000
3,2460,41343,1,2460,620000
4,1750,5080,1.5,1750,750000
3,2430,5000,2,1760,626000
3,1060,9946,1,1060,230000
3,2410,7479,2,2410,537000
2,720,8040,1,720,210000
3,1260,9346,1,1260,200500
3,1640,12384,1,1090,253500
3,1310,9612,1,960,150000
3,2120,6290,1,1220,440000
3,3320,478288,1.5,2260,667000
3,1210,9622,1,1210,660000
3,2590,12063,2,2590,695000
4,2250,7526,2,2250,440000
4,4040,20001,1,2020,1388000
3,1090,6710,1.5,1090,219500
3,1660,15600,2,1660,220000
2,1780,81021,1,1780,270000
4,3370,5000,2,2470,900000
5,4480,5000,2.5,3420,1990000
4,2990,16809,2,2990,800000
5,2280,19000,1.5,2280,365000
3,2480,5500,2,1730,1387800
5,2830,8925,1.5,2830,451000
2,920,7569,1,920,202000
4,3250,16684,2,3250,1410000
2,1240,6417,1,1240,471000
4,3230,12100,1,1870,827000
5,2500,9583,1,1300,235000
2,1390,4482,1,1390,216500
5,1940,6654,1.5,1940,359000
3,1900,8002,1,1900,252500
3,2380,14500,1,1850,370000
3,1480,3876,1,860,663000
4,3460,6738,2,3460,971971
3,1444,249126,1.5,1444,420000
4,1930,3031,1,1200,330675
4,1200,2171,1.5,1200,240000
3,1769,7324,2,1769,334888
3,2490,4540,2.5,2490,414000
4,3060,3898,2,2300,782900
4,3030,6625,2,3030,525000
3,2370,5353,2,2370,429900
3,1370,913,2,1100,390000
3,1500,11968,1,1500,224000
3,1715,6819,2,1715,257500
2,1110,3200,1,1110,665000
5,2400,8050,2,2400,327000
3,1520,213444,1.5,1520,425000
4,3190,10970,2,3190,687500
3,2400,5300,1.5,1250,672500
3,1060,7473,1,1060,140000
2,1220,15600,1,1220,215500
4,2020,8424,1,1380,464900
4,2300,7700,1,1380,417000
4,2300,37533,1,1550,453000
3,1660,1545,2,1400,700000
4,3900,9750,1,2520,1619999
3,1650,12349,1,1650,259500
4,2110,35091,1,1290,460000
3,1960,6380,1,980,561500
4,2770,63118,2,2770,641000
4,2440,7350,1,1610,330000
2,1320,8380,1,1320,447000
4,2570,4865,2,2570,320000
2,940,5040,1,940,212700
2,700,4800,1,700,260000
3,1400,45738,2,1400,410000
4,1890,7867,2,1890,355000
2,720,11400,1,720,275500
3,2410,8944,1,1860,415000
3,1630,7950,1,1320,279000
5,2330,14322,1,1180,350000
2,1330,10838,2,1330,355000
4,3190,11597,2,2300,750000
3,1400,6300,1,1400,235000
3,970,9583,1,970,209950
3,1010,9600,1,1010,230000
3,3580,54450,1.5,3580,725000
2,1050,2570,1,850,430000
5,2500,7200,1,1490,661500
3,2630,4896,2,2630,738000
4,6640,53330,2,6640,1820000
3,910,8789,1,910,221000
3,2610,35000,2,2610,665000
3,1720,6194,2,1720,255000
5,3650,13297,2,2750,1195000
3,2040,22693,1,2040,355000
5,3260,24300,1.5,2310,755000
3,1590,8911,1,1590,300000
4,1440,7100,1.5,1440,500000
2,900,3400,1,900,191000
6,3120,4240,2,2090,315000
3,1060,1536,2,1060,415000
4,3000,9793,2,3000,394000
3,2230,5348,2,2230,490000
5,1890,5000,1.5,1090,523460
4,4150,16197,2,4150,550000
3,1780,10409,1,1280,342000
4,2710,6583,2,2710,560000
4,4390,13833,2,3320,1050000
2,1640,4080,1.5,1540,710000
3,1670,4800,1.5,1670,1020000
3,2570,10431,2,2570,399950
2,1500,3420,1,1500,480000
3,2710,19000,2,2710,410000
4,2860,48351,1,1710,530000
2,840,40642,1,840,528000
4,2990,8913,2,2990,469900
5,1170,6757,1,800,397000
3,1200,6240,1,1030,718500
2,1020,8100,1,1020,195000
2,910,8155,1,910,285000
1,700,2500,1,700,295000
4,2420,37800,1,1880,602000
3,1950,8712,1,1950,235000
4,3060,6000,2,3060,465000
4,1390,18000,1,1390,234000
2,1200,1687,3,1200,504200
3,2440,4153,2,2440,710000
3,2310,3075,2,1730,589500
3,2600,64626,1.5,2600,415000
3,1490,1212,2,1040,735000
3,2432,9391,2,2432,427000
4,3610,8580,2,3610,982000
4,2530,10000,2,2530,459000
4,2790,5527,2,2790,483453
3,1670,4440,1,1670,246950
1,1170,1456,2,1070,235000
4,1350,942,3,1350,288790
2,1110,1773,2,1110,229800
1,1100,638,3,1100,516500
3,2820,7200,2,2460,1600000
3,1040,8128,1,1040,234000
2,1910,3376,2,1910,230000
4,1370,8499,1,1370,300000
3,1500,5000,1.5,1140,470000
3,1200,9087,1,1200,339900
2,1050,2542,1,880,650000
5,2670,16777,1.5,1620,585000
4,2190,11500,1,1430,699900
4,3130,40918,2,3130,598000
3,1700,9100,1,1160,475000
3,1700,17355,1,1200,314500
3,1360,1275,2,1240,397000
3,1610,15005,1,1610,345000
5,2130,6222,1,1300,325000
3,1800,7650,1,1800,265000
4,2950,15540,1,2120,402000
3,2120,54014,2,2120,835000
4,3500,7048,2,3500,780000
3,1440,9220,1,1440,250000
4,2120,3360,2,2120,1200000
2,1780,2067,2,1780,935000
2,960,8153,1,960,300000
2,1510,4980,1,1510,419000
1,1010,5750,1,1010,410000
3,3790,5001,2,2810,1165000
3,3600,8666,2,2400,461000
3,1300,7030,1,1300,385000
4,2500,4046,1.5,1520,669500
3,2090,10733,1,1440,491950
3,2200,14630,1.5,2200,1230000
3,2070,15002,1.5,2070,560000
3,1320,7341,1,1320,370000
4,1360,60548,1,960,263400
2,930,7623,1,930,100000
3,1760,8584,1.5,1760,289950
3,1410,8100,2,1410,263000
4,2570,7859,2,2570,397500
3,1300,14197,1,860,245000
3,1580,6300,1,1180,535000
4,2960,6031,2,2960,449000
4,2330,3497,2,1920,490000
4,2070,39446,1,1470,445800
2,970,5750,1,970,345000
3,2310,7200,2,2310,327500
4,2290,11173,2,2290,436500
3,1720,9600,1,1220,550000
2,1190,3400,1,990,441000
2,870,5750,1,870,406500
2,1068,1758,2,1068,243000
4,2140,10316,2,2140,359500
4,3300,165528,2,3300,760000
5,4830,8050,2.5,3710,1925000
5,2820,6589,1.5,2320,408000
4,2440,9664,2,1890,480000
4,1800,3245,1.5,1800,875000
3,1010,8800,1,1010,308000
4,3220,4392,1.5,2320,880000
5,5000,26540,2,3410,1730000
2,1200,24792,2,1200,170000
3,1470,4322,2,1470,491500
3,2600,4506,2,2600,515000
4,2750,128502,1,1500,550000
2,1320,9967,1,940,255000
3,3350,4007,2,2550,635000
3,2650,2387,2,1830,850000
2,1860,10856,1,1260,265000
3,960,8855,1,960,349810
4,2010,6300,1,1610,972000
2,900,28800,1,900,235000
4,2340,11784,2,2340,330000
4,3720,15048,3,3720,500000
3,1890,29185,1,1470,570000
4,2680,12215,1,1590,1309500
3,1460,1613,2,1180,544000
3,3180,7904,1,1810,439000
4,1980,15086,2,1980,530000
2,1090,934,3,1090,427500
4,2230,5970,2,2230,337000
4,3330,9143,2,3330,1095000
4,1880,3840,1,970,435000
5,2870,5700,1,1950,765000
4,2120,9786,1,1640,492650
4,2700,6998,2,2700,383962
4,3670,7680,2.5,3670,950000
3,1220,1330,2,1010,457000
5,4390,11250,2,4390,1510000
4,3560,5265,3,3560,882566
4,3530,8589,2,3530,963000
4,2280,5000,2,2280,345000
4,4350,7965,2,4350,2065000
3,3830,221284,2,3530,800000
3,2050,13303,1,2050,314500
3,3660,39478,2,3260,530000
4,3350,46748,2,3350,650000
3,1270,3600,1,1270,349500
4,3400,3850,2.5,2790,1198000
3,1200,8514,1,1200,165050
3,2200,11000,2,2200,580000
3,1680,11312,1,1080,330000
5,3840,8279,2,3840,875000
2,950,4500,1,850,500000
4,2280,42077,2,2280,445000
4,1970,6600,2,1970,274900
3,1620,9310,1,1620,219950
4,2600,7200,2,2600,691500
2,1250,3825,1,850,459500
4,2130,5080,1.5,2130,955500
4,2550,8976,1,1300,328950
3,1150,6000,1.5,1150,307000
3,1040,9000,1,1040,382500
4,3340,10422,2,3340,1150000
6,2630,9420,2,2510,1297000
3,1640,3896,2,1640,478000
2,770,7906,1,770,260000
4,4350,112750,1,2200,850000
4,1700,5846,1,1700,616000
3,2050,9580,1,1400,540000
3,1660,5128,2,1660,300000
3,1990,9594,1,1190,507500
5,7050,42840,1,4320,3800000
3,1770,7000,1,1770,241000
3,2440,47916,2,2090,485000
3,2620,51354,2,2620,695000
4,2440,11005,2,2440,548000
2,1080,7775,1,1080,345000
3,1090,10710,1,1090,280000
3,1400,13775,1,1400,450000
3,2010,7200,2,2010,515000
3,1640,12855,1.5,1500,1014250
5,3290,5029,2,3290,739900
2,2510,14878,2,2510,600000
2,860,6050,1,860,370000
4,2840,12866,1,1780,729032
3,1750,7020,2,1750,510000
3,1300,19163,1,1300,425000
3,3890,7216,2,3260,1080000
3,1460,941,3,1460,337000
4,1410,3376,1.5,1410,563000
4,3770,10900,2,3070,1695000
3,1190,4072,1.5,1190,245000
3,1410,6413,1,910,590000
3,2500,4080,1.5,1680,695000
2,800,2280,1,800,402500
3,2530,13446,2,2530,435000
3,2570,28500,1,1970,660000
3,2090,9620,1,1340,300000
5,2980,7781,1,1580,600000
3,1170,8239,1,1170,205000
3,2080,5100,2,2080,357500
5,3350,4000,2,2510,1110000
2,1050,1029,2,950,332888
2,900,13531,1,900,174000
2,1050,5000,1,1050,515000
5,3740,32481,1.5,2240,392000
4,1430,4096,2,1430,485000
3,1400,9546,1,1400,217500
3,1600,45613,2,1600,502000
3,2880,9750,2,2880,820000
3,3140,5445,2,2240,1640000
2,820,4320,1,820,102500
5,5190,12637,2,5190,925000
4,2180,10140,1,1180,540000
2,910,2002,1.5,910,600000
4,1580,8475,1.5,1580,406000
4,2130,6325,1,1440,620000
4,4570,16015,2,4570,1060000
3,1240,11172,1,1000,401000
3,1860,6000,2,1860,725000
1,370,1801,1,370,276000
5,3130,12087,2,2180,500000
3,2530,35150,1,1800,375000
4,3970,9778,2,3390,2300000
3,1920,9680,1,1300,260000
4,2970,12750,1.5,2130,1565000
4,2300,6087,2,2300,431000
4,1830,9601,2,1830,321000
4,1550,5053,1,1180,433000
4,4080,10666,2,4080,920000
3,1710,21485,2,1710,482000
3,2375,4094,2,2375,712000
4,2200,9778,1,1100,505000
3,3530,17450,1,1840,2367000
3,1110,9012,1,1110,452000
4,1630,2566,1.5,1630,581000
4,2550,5055,2,2550,952500
4,2500,8866,2,2500,808000
4,2890,6885,1,1590,476000
4,1420,5000,1.5,1420,535000
4,4270,5800,2,3170,1356925
3,2390,1984,2,2220,629800
4,2530,5048,2,2530,417838
4,2701,4500,2,2701,399895
4,3990,6637,2,3990,825000
4,2303,3826,2,2303,300000
2,1540,965,3,1540,640000
3,1450,1053,2,940,460000
2,1160,1458,2,1040,525000
4,2910,6334,2,2910,499990
4,3770,8501,2,3770,1020000
5,2900,10300,1,1450,675000
3,1540,3000,1,770,512031
2,700,3000,1,700,310000
3,3280,10302,1,1680,1075000
4,2430,8960,1,1430,255000
3,1900,7984,2,1900,435000
3,1660,15050,1,1260,453000
4,1620,7992,2,1620,260000
4,2090,10800,1,2090,659000
3,1110,7231,1,1110,223000
5,3760,9792,2,2550,851000
3,2080,12134,1,1530,605000
4,1950,5950,1,1330,895000
5,2570,13054,1,1470,519000
3,2330,12141,1,1390,535000
3,3700,10375,2,3700,489000
3,1920,7738,1,1520,250000
3,1900,3960,1.5,1200,580000
4,1440,13296,1,1440,1038000
4,2940,48788,1,1520,605000
4,2500,3080,2,1810,599950
3,2490,23891,2,2490,700000
3,1470,10052,1,1470,480000
4,2120,4558,2,2120,329950
3,1200,24805,1,1200,250000
5,2450,6994,2,2450,345000
4,1780,6000,2,1780,175000
5,1590,6700,1.5,1090,185000
4,2370,76665,2,2370,411000
3,1760,4000,2,1760,690000
4,1940,8170,1,1940,265000
4,3550,12327,1.5,2180,720000
4,2050,5787,2,2050,256000
4,1680,3179,2,1680,255000
3,1320,1800,2,1320,540000
3,1550,5511,2,1550,481015
3,2680,8625,1,1590,575000
3,2390,34041,1,1840,339950
4,2040,7260,2,2040,475000
3,2670,6517,2.5,2020,732000
4,1880,3720,1.5,1880,860000
4,2400,7700,1.5,1500,389000
3,2270,11472,1,1370,645000
4,1850,5444,2,1850,475000
4,2160,5005,1,1430,550000
2,2160,12960,1,1360,305000
2,1570,3600,1.5,1320,782000
3,1340,7200,1.5,1340,545000
4,3002,6042,2,3002,394500
5,2190,9072,1,1110,600000
4,2610,21600,1,2610,1300000
2,1010,11919,1,1010,300000
4,2105,6093,2,2105,330000
4,2430,4748,1.5,1630,723000
4,4040,18916,1,4040,2271150
5,2160,7737,2,2160,480000
2,900,9260,1,900,496000
3,1820,1641,3,1540,625000
4,2100,13468,1,1050,475000
3,1520,7199,2,1520,275250
2,1310,7128,1,940,253000
4,2190,9880,1,1410,630000
5,2950,5500,1.5,1720,660500
5,1870,7800,1,1580,262000
3,4660,5500,2,3040,2147500
3,1840,9900,1,1840,552000
2,3180,9400,2,2610,1411600
2,1500,4000,1,1100,736000
3,1730,7416,1.5,1730,355000
3,1580,7424,1,1010,305000
4,1540,1870,2,1540,484998
4,3390,3979,2,2610,1054690
2,830,1858,2,830,334500
4,2620,6178,2,2620,475000
3,2242,4500,2,2242,309780
4,2890,7798,2,2890,795000
3,1450,4050,2,1450,274500
2,800,2119,2,800,265050
3,2280,2502,2,1880,567500
3,3850,62726,2,3120,915000
5,2270,6300,2,2270,285000
3,2250,5692,2,2250,445838
4,2600,11325,1,1610,304900
4,2490,9525,2,2490,940000
4,3160,8281,2,3160,1127000
4,4930,25714,2,4930,835000
3,1440,11250,1,1440,290000
3,1770,8868,1,1770,250000
4,2300,6448,2,2300,342000
4,2980,16263,2,2980,1012000
4,2230,7200,1,1300,400000
3,1830,7969,1,930,312500
3,1740,10875,1,1020,267000
3,1530,6743,1,1410,575000
3,1520,9041,1,1520,810000
3,3230,5000,2,2430,850000
3,3620,4000,2,2730,1015000
4,5070,60123,2,5070,1100000
3,1570,8750,1,1570,240000
4,2080,7200,1,1050,198000
4,2230,8624,1,1430,565000
5,3420,18129,2,2540,1195000
8,2790,6695,1,1470,340000
4,3150,4203,2,3150,815000
4,3930,10929,2,3930,1875000
5,2190,4900,2,1490,588000
4,1890,6962,2,1890,280500
4,1900,76877,1,1900,390000
2,1930,3521,2,1930,509000
3,3316,11447,2,3316,490600
3,1380,4500,1,1380,650000
3,2080,2250,3,2080,715000
3,1240,5000,1.5,1240,529950
3,1020,8610,1,1020,265000
3,2360,4800,2,2360,1755000
3,2780,33503,1.5,2110,1140000
3,2300,13418,1,1430,610000
4,2020,4350,2,1730,554729
5,1840,10453,1,1360,395000
3,1390,4814,1.5,1390,341000
4,2060,11385,1,1200,264500
4,2640,35070,1.5,2640,395000
3,1980,10115,1,1980,640000
3,1810,5080,1,1030,430000
4,1700,9000,1,1700,410000
4,1200,6000,1.5,1200,220000
4,2980,3600,2,2150,1625000
2,1350,1252,2,1120,405500
4,2360,10000,1,1980,633000
2,1190,6200,1,1190,295950
4,4110,43560,2,4110,1042031
4,2800,10786,1,1420,605000
2,920,1598,2,920,255000
3,1530,8000,2,1530,474000
2,860,5040,1,860,370000
3,1520,3593,2,1520,288000
2,660,5240,1,660,100000
5,3580,8921,2,3580,1150000
5,3000,13899,2,3000,600000
5,2740,9629,1,1390,515000
4,2040,5523,2,2040,345000
6,2520,54160,2,2520,975000
3,2470,8800,2,2470,850000
3,1930,1348,2,1300,439990
3,2950,10254,2,2950,554950
3,2610,6405,2,2610,605000
3,1630,1526,3,1630,609000
3,1400,1022,3,1400,425000
2,1410,1005,1.5,900,399900
4,4370,10860,2,4370,1025000
4,5010,19412,2,4000,2351956
4,2590,6160,2,2590,519995
3,1300,7200,1,1300,625000
3,2320,7609,2,2320,600000
4,2700,4275,2,2700,1200000
4,2920,6513,2,2260,1738000
4,3130,5700,1.5,1750,671000
3,1470,4950,1,1030,459500
3,1540,1326,3,1390,499000
4,3160,4620,1.5,2020,1280000
3,1480,7700,1,1480,395000
5,3595,5639,2,3595,861990
2,1190,4440,1,1190,382500
4,2340,217014,1,2340,404950
3,1320,2500,1,870,530000
2,1190,27007,1,1190,195000
4,2350,18600,2,2350,747500
3,1100,8560,1,1100,199990
4,1660,4704,1.5,1260,548800
4,3040,36246,1.5,2680,870000
3,1860,4777,2,1860,588000
4,4100,241322,2,2500,775000
6,4050,36171,2,2620,670000
2,1240,2500,2,1240,445000
4,2200,10800,1,2200,300000
3,1680,9090,1,1130,480000
3,930,5160,1.5,930,300000
3,1800,22000,2,1800,360000
6,3000,8401,1,1500,527000
3,1820,12686,1,1820,875000
4,1995,7102,2,1995,266000
4,3990,9786,2,3990,866000
2,800,5192,1,800,335950
3,960,9563,1,960,215000
4,2286,8269,2,2286,481000
3,2220,11646,1,1270,320000
3,1940,7500,1.5,1940,295000
3,1640,7222,2,1640,295000
3,1120,10576,1,1120,320000
4,2600,4800,1,1400,780000
3,1490,4800,2,1490,437500
5,1650,3000,1.5,1650,443000
4,2400,6137,2,2400,575000
2,1500,6685,1,1190,245000
3,1990,12793,2,1990,450000
2,1130,746,2,1030,536000
3,2030,11070,2,2030,685000
4,1590,7920,2,1590,373000
3,1480,8394,1,1480,450000
4,2690,18653,2,2690,645000
3,3870,46609,2,3870,1275000
3,1390,6000,1,1390,230000
3,1830,1850,2,1690,593000
2,1580,5750,1,790,558000
3,2590,15229,2,2590,538250
5,2510,8050,1,1490,475000
3,1180,7300,1,1180,209950
3,1450,19206,2,1450,410000
3,3110,6765,2,2550,1636000
5,2860,68519,2,2860,670000
3,2760,8476,1,1690,821000
5,2800,17788,1,1400,665000
3,1450,3748,2,1450,339000
4,2530,5650,1.5,1910,631500
3,1640,2808,1,820,570000
3,2220,17568,1,2220,437000
3,2040,10086,2,2040,542500
3,1230,6000,1,1230,229500
2,1060,7700,1,820,170500
3,1920,9625,2,1920,391500
3,1520,4170,2,1520,296475
4,3770,4103,2,2710,1450000
3,3540,38322,2,3540,888550
4,5430,108900,2,5430,1360000
3,2250,7904,1.5,2250,328000
4,2090,5195,2,2090,300000
3,1720,3012,2,1720,500000
3,1910,2091,2,1910,494815
3,1601,2491,3,1536,378000
2,1060,1209,2,940,505000
4,2330,3920,2,2330,680000
3,2370,4200,2,2370,351999
3,1420,1237,3,1420,510000
4,2360,4000,2,2360,1300000
2,1260,1575,2,1260,374000
3,3030,9053,2,3030,509900
3,1140,1201,2,1140,230000
5,2820,9375,1,1550,527700
2,1270,1372,3,1270,438000
3,3180,12600,2,3180,900000
3,2790,13791,1,2790,1131000
4,2570,9503,2,2570,439000
2,1080,2674,1,720,315000
4,3010,7221,2,3010,765000
3,2120,14915,1,1720,332000
3,1900,46609,1.5,1440,600000
3,2860,43821,2,2860,378500
3,910,10575,1,910,190000
4,2850,37522,2,2850,645000
2,2560,2500,2,1690,780000
3,1570,16817,2,1570,370000
4,3110,108464,2,3110,875000
4,4740,126759,2,4740,1049000
3,1340,13750,1,1340,479000
4,2600,6390,1,1390,245000
3,1070,8030,1,1070,542000
3,1820,9670,2,1820,557500
2,1060,3040,1,860,480000
3,2220,4060,1,1330,330000
3,1350,8700,1.5,1350,160000
5,2510,9180,1,1600,695500
5,2340,13713,1,1670,235500
3,1060,7920,1,1060,326500
4,2200,8065,2,2200,300000
3,1400,8100,1.5,1400,267000
3,1520,7123,1,1520,292600
5,1810,3000,2,1810,362000
2,2360,11340,1.5,2360,1087500
2,1210,1032,2,1210,357562
3,3420,25150,1,1750,789900
3,1810,4592,2,1810,513000
3,2760,10160,1,2760,336000
4,1950,9800,1,1330,560000
3,3830,48743,2,3830,1150000
4,2060,7283,1,1220,410000
3,1650,6400,1,980,371500
4,2100,11942,1,1030,368000
4,3720,57499,1,1880,650000
4,1920,8562,2,1920,308950
3,1860,217800,2,1860,440000
2,2290,3507,2,2290,630000
3,1200,9085,1,1200,228950
4,5270,53428,2,3440,782000
3,1600,2788,2,1600,245000
4,2560,4020,2,2560,410000
2,880,4000,1,880,427550
2,1020,7920,1,1020,235000
3,960,9380,1,960,210000
4,1900,7200,1,1370,485000
3,1320,6000,1.5,1320,410000
4,2230,9640,1,1320,435000
3,1150,7314,1,1150,300000
4,3440,6000,2,3440,455000
3,1070,8179,1,1070,210000
4,2250,3433,1.5,1500,1050000
4,1910,10300,1,1910,458400
3,1180,16552,1,1180,390000
3,1400,7360,1,1400,148226
4,3580,9316,2.5,2370,711600
3,3176,13391,2,2726,819000
2,1170,1890,1.5,1170,613000
2,1570,4665,1,1570,592350
3,1460,15000,1,1460,232000
3,1140,10400,1,1140,250000
1,1150,9812,1,1150,115000
4,3180,31931,1,2390,1115000
4,2630,6185,2,2630,585000
3,1940,5980,1,1520,580000
1,850,8050,1,850,165000
3,1550,6039,1,830,430000
3,2090,15000,1,2090,383000
4,3960,6654,2,2850,1195000
3,1320,5000,1.5,1320,201500
4,3220,35400,2,3220,690000
2,800,7260,1,800,325000
3,1660,9673,1,1130,375000
4,2250,11370,2,2250,600000
3,2120,13090,1,2120,340000
4,2310,4020,3,2310,890000
4,1920,7700,2,1920,415000
3,1550,9720,1,1050,255000
2,1785,779,2,1595,530000
3,1830,9848,1,1830,468000
5,3500,5040,2,2950,970000
3,2560,14680,1,1330,599000
4,1360,4840,1.5,1360,399500
4,6500,14986,2,5180,2458000
4,3150,5500,2,3150,1205000
2,810,4080,1,810,325000
5,7320,217800,2,7320,1135250
4,2790,17476,1,1450,568000
2,1920,3408,1,960,517000
4,2530,14178,2,2530,469950
3,3490,8343,2,2150,1675000
6,4710,11000,2,3690,2180000
3,2050,16313,1,2050,623000
4,2410,8400,2,2410,720000
3,1180,8240,1,1180,205000
2,630,4200,1,630,148000
3,3480,7800,1,1750,950000
3,1010,7683,1.5,1010,405000
3,1910,3481,2,1910,293000
3,2490,3582,2,1720,550000
4,2150,3143,2,2150,435000
4,3000,5470,2,3000,355000
3,2830,3496,2,2830,673000
4,2680,5539,2,2680,449990
2,1090,2686,2,1090,249000
4,1984,32400,1,1564,380000
4,3090,5859,2,3090,760005
4,2610,5140,2,2610,674600
4,3370,3634,2,2750,812000
4,2250,3916,2,2250,333490
3,1450,1387,2,1180,320000
4,3130,10849,2,3130,999000
2,2700,8572,1,2700,810000
5,1970,5400,1,1320,399950
3,1970,4166,2,1270,550000
3,1950,15954,1,1950,290000
3,1940,9887,1,1140,232500
4,3550,11000,1,2260,1355000
3,2500,7394,2,2500,565000
4,2910,18700,1,2210,749950
4,3350,35298,2,3350,720500
3,2140,40098,1,1490,507000
5,4030,13474,2,4030,989000
4,1980,6660,2,1980,463000
3,1460,9908,1,1460,310000
4,1880,8800,1,1130,284000
3,2320,10900,2,2320,737500
3,2220,8227,1.5,1770,569000
3,1410,7200,2,1410,700000
3,1240,3500,1,1240,660000
4,2030,8426,2,2030,275000
6,4000,6015,2,3080,570000
3,490,38500,1.5,490,150000
3,1590,3411,2,1590,356000
3,2630,5827,2,2630,610000
2,1350,4614,1,1350,498800
3,990,4440,1,990,226550
4,3710,7984,2,3710,692500
3,990,8062,1,990,250000
4,2510,4543,2,2510,660000
2,800,6500,1,800,295000
4,1600,10183,1,1600,154950
5,3320,11340,2,2480,409124
5,1730,9230,1,1010,287000
4,2000,3988,1,1000,810000
4,2910,6308,1,1640,525000
4,1710,10440,1,1710,525000
3,1200,7800,1,1200,275000
3,2600,5100,2,2600,583000
2,1460,7926,1,1460,237950
4,4260,9800,2,4260,1065000
4,2100,4480,1.5,1780,679000
6,4230,6420,2,2360,1465000
3,1660,6250,1,830,410000
3,1450,7200,1,1010,306000
4,1860,5040,1.5,1860,215000
4,2720,10006,2,2720,594950
4,2920,5500,1,2030,1250000
3,1800,12196,1,1800,305000
2,1320,8830,1,1020,425000
3,1770,29004,1,1770,215000
5,2550,7725,1,1390,480000
4,2150,9000,1,1110,550000
4,3020,7465,2,3020,750000
3,960,27442,1,960,137124
3,2783,11177,2,2783,840000
3,2250,14274,1,1500,624800
3,1710,8767,1,1710,630000
3,2650,9380,1,1680,590000
3,1830,1804,3,1830,599950
3,1460,3044,2,1460,299880
3,1760,6875,1,1760,400000
3,1960,6058,2,1960,560000
4,2010,7688,1,1170,229000
4,3670,9958,2,3670,525000
2,2290,9772,1,2290,737000
3,1780,5720,1,980,680000
4,3080,35430,2,3080,635000
4,3360,15091,2,3360,740000
3,1370,6780,2,1370,335500
4,1660,8063,1,1660,270000
4,4440,10660,2,4440,1037000
5,2850,209523,1,1930,450000
3,1530,2913,2,1530,379000
4,2100,8400,1,1240,468000
1,730,1942,1,730,321500
3,1920,8223,2,1920,443000
3,1600,7324,1,1600,340000
4,2380,17199,2,1530,470000
3,2760,17377,2,2760,545000
4,1840,11367,1.5,1840,415000
7,2580,5750,1,1880,599000
4,2100,4750,1,1340,759000
4,1820,5015,1,1190,300000
5,4830,18707,2,3930,1681000
3,1550,4980,1,1080,359000
4,1440,3600,1.5,1440,550000
2,930,6380,1,930,395000
4,3560,12047,2,3560,486000
2,840,11600,1,840,187000
4,4280,47179,2,3050,734950
3,1500,10018,1,1500,284000
4,3650,38546,2,2550,696000
2,780,3910,1,780,380000
4,1600,5500,1.5,1600,625000
4,1120,8250,1,1120,252000
2,1010,9219,1,1010,560000
4,1970,37026,1,1970,395000
4,2230,4372,2,1540,900000
5,4290,20445,2,4290,2680000
3,3160,76230,1,2160,625000
3,1850,5100,1,1020,580000
3,1980,8755,1,1300,309000
4,3360,9767,2,2450,412000
3,2660,192099,1,2660,495000
3,1200,7280,1,1200,215000
2,2150,5760,1,2150,741500
3,2820,5348,2,2820,749000
4,3510,9400,2,3510,659950
3,1790,3078,2,1790,530000
4,2700,6000,2,2100,749000
5,5780,17004,2,4260,2321000
4,3730,4560,2,2760,595000
4,2540,5001,2,2540,487000
4,3300,8365,3,3300,760000
5,5430,10327,2,4010,1240000
4,2550,5200,2,2550,435000
3,1390,1484,3,1390,374950
3,1270,1413,3,1270,440000
4,2380,5000,2,2380,360000
4,3360,22111,2,3360,879000
5,6070,171626,2,6070,1550000
2,1240,57000,1,1240,505000
2,2930,14057,1,1680,545000
2,2410,102366,1,1940,600000
6,2980,5000,1.5,2480,775000
2,1950,2719,1,1010,725000
4,2600,36583,1,1580,610000
4,1170,8147,1.5,1170,350000
3,1470,6500,1,1470,410000
4,1840,5419,1,920,639000
4,1560,7500,1,1560,439000
4,1520,7700,1,1520,499950
3,2220,4000,2,1700,800000
4,2800,9538,2,2800,350000
2,670,6300,1,670,279000
3,1720,7885,2,1720,290256
3,2110,4038,2,2110,355000
3,1580,9187,1,1180,263000
6,2640,3680,2,1760,880000
4,2700,6515,2,2700,426500
3,2820,8159,2,2820,735000
4,3340,8930,2,3340,720000
3,1530,6000,2,1530,265000
4,3840,85728,2,3840,840000
3,2320,10960,1,1510,657500
5,2310,13430,1.5,2310,850000
3,1770,1235,3,1600,436110
2,3160,66646,2,3160,589900
3,1620,6630,1,1280,620000
4,1510,4235,1,1510,254000
3,960,8106,1,960,375000
4,1740,8449,1,1170,455000
4,1470,8395,1,1470,445000
4,2460,4200,2,2460,568500
3,1170,8182,1,1170,352500
2,1210,7507,1,1210,342500
3,1870,7942,2,1870,299950
3,1950,5689,2,1950,425000
4,2570,5250,2,2570,561000
3,1460,10311,1,1460,455500
3,2970,23100,1,1510,400000
4,2040,21781,2,2040,443500
5,3240,6551,1.5,2500,1234582
4,3150,67518,1,2250,370000
3,1820,8008,1,1240,475000
4,2130,35752,1,1490,580000
3,1430,8000,1,1430,518000
3,2030,6970,2,2030,525000
4,2000,5827,2,2000,236000
